username,country,score,date_written,positive,negative,tags
Francisco,España,7.0,Escrito en 9 de agosto de 2024,Ubicación fantástica. Muy cómodo para visitar la ciudad y para salir y entrar de la misma para visitar otras ciudades,Parking escaso e incómodo. Limpieza mejorable. Dormitorio algo incómodo por la enorme columna que tenía dentro. Falta algún accesorio para colgar las toallas una vez utilizadas para que se ventilen y sequen.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
María,España,10.0,Escrito en 9 de agosto de 2024,Estaba todo nuevo y bien equipado. Además de ser muy luminoso,"Me gustó todo, si tuviese que decir algo, podría estar más cerca del centro, pero la ubicación no era mala","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ainhoa,España,9.0,Escrito en 9 de agosto de 2024,"La ubicación muy céntrico, la decoración muy agradable. Las camas muy cómodas.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Sebastian,España,8.0,Escrito en 9 de agosto de 2024,"Si ,mucho",Sofá cama incómodo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
Estquefer,España,10.0,Escrito en 9 de agosto de 2024,La ubicación y la limpieza,Que en vez de 4 camas hubiera tres camas y un sofá cama. No era muy cómodo. Para tres noches está bien pero más noches no resulta cómodo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']"
María,España,8.0,Escrito en 9 de agosto de 2024,Situación,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Manuel,España,7.0,Escrito en 8 de agosto de 2024,,"La cama sofá mal, incomoda","['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Jacobo,España,7.0,Escrito en 7 de agosto de 2024,La ubicación y la tranquilidad del lugar,El sofá cama deberían cambiarlo. Al abrirlo como cama se movía mucho y se levantaba de un lado con el peso y colchón fino. Para el precio que tiene el apartamento no pueden poner ese sofá,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Jose,España,10.0,Escrito en 7 de agosto de 2024,"La ubicación perfecta, bastante limpio, con todos los enseres que hace falta para pasar unos días, con el parking debajo del hotel muy cómodo para salir y entrar.",Que no hay TV en la habitación y el sofá cama podía ser un poco más cómodo.,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches', '•Enviado por móvil']"
Leonardo,España,8.0,Escrito en 7 de agosto de 2024,Ubicación,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 5 noches', '•Enviado por móvil']"
Susana,España,10.0,Escrito en 6 de agosto de 2024,"Muy céntrico, limpio y bien equipado.",No tenemos ninguna queja lo utilizamos solo para dormir y poco más.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Isabel,España,10.0,Escrito en 5 de agosto de 2024,"Muy limpio con todo lo necesario,muy buena ubicacion con todo lo que necesitamos cerca,ideal",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Victor,España,8.0,Escrito en 5 de agosto de 2024,La ubicación es perfecta para visitar Vitoria y se aparca relativamente bien por la zona (no es de pago). La habitación está equipada con lo justo pero bien.,"Había una butaca en el salón llena de manchas ""raras"" así que ni la tocamos. El sofa-cama es para niños, como intente dormir ahí un adulto a la mañana siguiente tendrán que cambiarle la espalda por una nueva. La cocina bien pero todo está contado: 4 tenedores, 4 cuchillos, 4 cucharas... Hay congelador, cafetera, etc.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Juan,España,9.0,Escrito en 4 de agosto de 2024,"La ubicación fenomenal (10 minutos andando hasta la Plaza de España). La comodidad del apartamento, fenomenal para familias con niños, mucho mejor que una habitación de hotel. Además, parking en el propio edificio con ascensor directo.
Justo debajo hay un Día para hacer compras, y al lado de una parada de tranvía.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Isabel,España,10.0,Escrito en 4 de agosto de 2024,"Comodidad y diseño Buen emplazamiento",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Alicia,España,10.0,Escrito en 4 de agosto de 2024,"Muy nuevo y limpio, cocina muy completa",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Francisco,España,8.0,Escrito en 4 de agosto de 2024,"La ubicación es excelente, el apartamento es bastante amplio y cómodo. Muy tranquilo a pesar de ser un edificio muy grande, apenas se escucha ningún ruido. En nuestro caso tuvimos el desayuno incluido y muy correcto para el precio que cuesta.","Supongo que debimos tenerlo en cuenta porque en la descripción ya se comenta que aceptan mascotas, eso no nos molesta en absoluto pero sí el hecho de que nuestro apartamento oliera a perro muchísimo. Incluso dejando las ventanas abiertas no conseguimos ventilar lo suficiente. Hasta el punto que acabamos comprando un ambientador en el supermercado que hay justo al lado.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Daniel,España,10.0,Escrito en 3 de agosto de 2024,Todo perfecto,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Yolanda,España,10.0,Escrito en 3 de agosto de 2024,Comodidad y ubicación,Me gustó todo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches', '•Enviado por móvil']"
Joaquín,España,9.0,Escrito en 3 de agosto de 2024,"Las instalaciones de la habitación, muy amplia , luminosa , muy bien equipado y nuevo el apartamento; todo muy limpio y a estrenar el kit de cocina . 
Íbamos con mascota y también tuvo su kit de bienvenida.
El aislamiento acústico perfecto y muy bien ubicado .","La parte más negativa fue el sofá-cama. Tuvimos que hacer uso de el , ya que íbamos  4 y a parte de dificultar el paso era muy incómodo dormir en el. Llegamos incluso a turnarnos para dormir  ya que sólo se podía descansar bien en la cama. 
Sería el aspecto más negativo de nuestra instancia . 
Por lo demás para repetir .","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Ingles,España,9.0,Escrito en 3 de agosto de 2024,"Todo en general muy bien, muy buenos detalles de bienvenida y muy bien situado.","Por poner algo a mejorar diría que el sofá cama podría ser mejor, mas confortable.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Susana,España,9.0,Escrito en 3 de agosto de 2024,"Moderno, limpio, centrico y practico.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Reme,España,10.0,Escrito en 2 de agosto de 2024,"La ubicación buenísima, la limpieza excelente, y el trato del personal excelente. 
Un apartamento a recomendar.",No puede señalar ningun aspecto negativo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
María,España,10.0,Escrito en 2 de agosto de 2024,La ubicación!,Nada! Estaba todo bien,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Micaela,España,8.0,Escrito en 8 de julio de 2024,La decoración y es todo nuevo,No es para cuatro adultos… el sofá no era muy cómodo,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maripaz,España,10.0,Escrito en 8 de julio de 2024,"Tiene muy buena ubicación, todo muy limpio y cómodo.Recomendable 100%",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Cristina,España,10.0,Escrito en 8 de julio de 2024,"La ubicación.
El apartamento era cómodo .
La ducha era amplia.
Para tres personas está genial.
Caja de bienvenida es un detalle.
También tenía un kit de limpieza con todo lo necesario para allí pastilla lavavajillas y lavadora.
Bayeta ,estropajo y paño de cocina",Todo me gustó.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Jhowdy,España,8.0,Escrito en 7 de julio de 2024,Las habitaciones eran amplias y cómodas.,No había personal. Todo telemático.,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ana,España,9.0,Escrito en 6 de julio de 2024,"Limpieza, comodidad de la cama,",Faltaban las instrucciones de los electrodomésticos,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches', '•Enviado por móvil']"
Xavier,España,9.0,Escrito en 6 de julio de 2024,"Realmente casi todo, la calidad precio es inigualable, el edificio muy bien ubicado y tranquilo, con opción de parking. El apartamento era muy amplio, y las instalaciones y enseres en un estado impecable. Sólo estuvimos un dia y fue una verdadera pena tener que irse.",Nada relevante,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Ana,España,9.0,Escrito en 6 de julio de 2024,"Cómodo , tranquilo muy luminoso y bien comunicado",Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Isabel,España,10.0,Escrito en 6 de julio de 2024,Me pareció un acierto el incluir en el pack de bienvenida 2 cápsulas de café. Por sugerir incluiría también 2 azucarillos. Las camas muy cómodas salvo el sofá cama.,"El sofá cama me causó inquietud. El chaval durmió con miedo a que se cerrase. No se si no supimos abrirlo bien o si tenía algún sistema de seguridad que evitase el cierre al moverse, la cuestión es que no durmió tranquilo por ese motivo.","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Alejandro,España,7.0,Escrito en 6 de julio de 2024,"El apartamento estaba bien equipado y la ubicación era muy buena, todo limpio 2 baños genial","El sofá-cama fue horrible después de 5 noches acabé con la espalda destrozada imposible descansar bien, una auténtica pena que con lo bien que está el apartamento se lo carguen por no gastar en un sofá en condiciones","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 5 noches', '•Enviado por móvil']"
Félix,España,9.0,Escrito en 5 de julio de 2024,"La privacidad, la tranquilidad y el sistema de acceso.",,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Cesca,España,10.0,Escrito en 4 de julio de 2024,La ubicación,No habia ni aceite ni sal,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Vanessa,España,8.0,Escrito en 4 de julio de 2024,Ubicacion,"Muy muy JUSTo el espacio para preparar desayuno…. Unico Enchufe para conectar cafetera peligroso …. O cafetera o torradora… 
Sofa cama malísimo para dormir","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Martí,España,10.0,Escrito en 4 de julio de 2024,Nos encantó la distribución lo iluminado que era y la comodidad de estar en pleno centro.,"El sofá cama realmente incómoda el ambiente y la noche, es difícil de montar y se notan los muelles por la noche. Nosotros dormimos dos noches y aún nos turnamos … si alguien viene más días no lo recomiendo para nada!","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Gonzalo,Chile,9.0,Escrito en 4 de julio de 2024,Espectacular el apart Hotel. No puedo hablar del personal porque es todo automatizado.,Mi esposa no pudo viajar por problemas con su pasaporte no pude cambiar las fechas pese a que tenían disponibilidad. Tuve que pagar de nuevo. Al margen de eso el hotel es espectacular.,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Fe,España,9.0,Escrito en 3 de julio de 2024,"Todo estupendo, el apartamento muy cómodo, muy limpio, se puede aparcar cerca de forma gratuita.","No funcionaba el tostador, por decir una pega.Pero todo genial","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Dr,España,8.0,Escrito en 3 de julio de 2024,Buena ubicación y cómodo.,No había ni unas cápsulas de cafe ni nada de bienvenida.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
